day,financial_status,order_name,customer_id,customer_type,variant_sku,product_price,shipping_region,shipping_postal_code,customer_cohort_week,customer_cohort_month,units_per_transaction
3/13/2024,paid,#883071,6.54E+12,Returning,,0,Arkansas,72150,2023-W11,2023-03,0
3/13/2024,paid,#883272,7.07E+12,Returning,SQ1726938,0,Massachusetts,2360,2023-W50,2023-12,1
3/13/2024,paid,#883075,5.41E+12,Returning,,0,Pennsylvania,15857,2021-W46,2021-11,0
3/13/2024,paid,#883357,7.32E+12,First-time,SQ9178530,329.94,Florida,33483,2024-W11,2024-03,1
3/13/2024,paid,#883290,3.59E+12,Returning,,0,Massachusetts,1915,2021-W02,2021-01,0
3/13/2024,paid,#883358,7.32E+12,First-time,SQ1726938,384.94,New York,10307,2024-W11,2024-03,1
3/13/2024,paid,#883297,7.09E+12,Returning,,0,New Jersey,8226,2023-W50,2023-12,0
3/13/2024,paid,#883209,5.46E+12,Returning,,0,Florida,34652,2021-W51,2021-12,0
3/13/2024,paid,#883242,7.05E+12,Returning,SQ9178530,0,Pennsylvania,19038,2023-W49,2023-12,1
3/13/2024,paid,#883063,5.45E+12,Returning,,0,Pennsylvania,18951,2021-W49,2021-12,0
3/13/2024,paid,#882981,5.33E+12,Returning,,0,Arizona,86005,2021-W40,2021-10,0
3/13/2024,paid,#883029,5.46E+12,Returning,,0,Texas,77401,2021-W50,2021-12,0
3/13/2024,paid,#883014,6.87E+12,Returning,BB-PET-SAFE,209.97,Pennsylvania,19147,2023-W37,2023-09,1
3/13/2024,paid,#883177,3.03E+12,Returning,,0,Illinois,60614,2020-W18,2020-04,0
3/13/2024,paid,#883233,6.26E+12,Returning,SQ1726938,0,Oregon,97304,2022-W41,2022-10,1
3/13/2024,paid,#883221,7.13E+12,Returning,SQ9178530,0,New Jersey,7946,2024-W02,2024-01,1
3/13/2024,paid,#883278,7.05E+12,Returning,SQ1726938,0,Texas,77062,2023-W49,2023-12,1
3/13/2024,paid,#883244,7.15E+12,Returning,,0,Florida,34217,2024-W02,2024-01,0
3/13/2024,paid,#883003,1.27E+12,Returning,SQ9178530,179.97,Wisconsin,53024,2018-W51,2018-12,1
3/13/2024,paid,#883196,7.15E+12,Returning,,0,South Carolina,29154,2024-W02,2024-01,0
3/13/2024,paid,#883340,7.32E+12,First-time,SQ9178530,179.97,Massachusetts,1740,2024-W11,2024-03,1
3/13/2024,paid,#883175,6.44E+12,Returning,SQBRM24,0,Alabama,36251,2023-W03,2023-01,1
3/13/2024,paid,#883218,6.44E+12,Returning,SQ9178530,0,South Carolina,29928,2023-W03,2023-01,1
3/13/2024,paid,#883154,6.43E+12,Returning,,0,New York,10471,2023-W02,2023-01,0
3/13/2024,paid,#883186,7.07E+12,Returning,BB-PET-SAFE,0,Oregon,97524,2023-W50,2023-12,1
3/13/2024,paid,#883085,5.44E+12,Returning,SQ1726938,49.99,Michigan,48656,2021-W49,2021-12,1
3/13/2024,paid,#883269,7.08E+12,Returning,,0,California,94530,2023-W50,2023-12,0
3/13/2024,paid,#883151,3.54E+12,Returning,SQ9178530,0,Virginia,22101,2020-W50,2020-12,1
3/13/2024,paid,#883295,6.39E+12,Returning,SQ1726938,0,New York,10026,2022-W50,2022-12,1
3/13/2024,paid,#883320,7.32E+12,First-time,SQ1726938,384.94,Florida,34238,2024-W11,2024-03,1
3/13/2024,paid,#883201,6.40E+12,Returning,,0,Pennsylvania,19350,2022-W51,2022-12,0
3/13/2024,paid,#883265,5.57E+12,Returning,SQBRM24,0,Georgia,30076,2022-W08,2022-02,1
3/13/2024,paid,#883328,7.32E+12,First-time,BB655B,69.99,Tennessee,37075,2024-W11,2024-03,1
3/13/2024,paid,#883317,6.61E+12,Returning,,0,Florida,33852,2023-W18,2023-05,0
3/13/2024,paid,#883348,7.32E+12,First-time,BloomsyMX1:2024-04-01T00:00:00.000Z,0,Illinois,60608-2949,2024-W11,2024-03,1
3/13/2024,paid,#883164,7.02E+12,Returning,SQ9178530,0,Oklahoma,74834,2023-W47,2023-11,1
3/13/2024,paid,#882986,6.51E+12,Returning,,0,Wisconsin,53211,2023-W09,2023-02,0
3/13/2024,paid,#882991,6.38E+12,Returning,,0,Virginia,23185,2022-W49,2022-12,0
3/13/2024,paid,#882985,5.45E+12,Returning,SQ9178530,44.99,Maine,4605,2021-W49,2021-12,1
3/13/2024,paid,#883333,7.03E+12,Returning,,0,California,91403,2023-W48,2023-11,0
3/13/2024,paid,#883018,5.44E+12,Returning,,0,Texas,75034,2021-W49,2021-12,0
3/13/2024,paid,#883008,3.63E+12,Returning,SQ9178530,133.99,New Jersey,7876,2021-W07,2021-02,1
3/13/2024,paid,#883189,7.02E+12,Returning,SQ1726938,0,Massachusetts,2748,2023-W47,2023-11,1
3/13/2024,paid,#883062,5.46E+12,Returning,,0,North Carolina,27028,2021-W50,2021-12,0
3/13/2024,paid,#883021,5.46E+12,Returning,,0,Virginia,20171,2021-W50,2021-12,0
3/13/2024,paid,#883359,7.01E+12,Returning,BB694-18,69.99,Michigan,49009,2023-W47,2023-11,1
3/13/2024,paid,#883077,5.45E+12,Returning,BB-PET-SAFE,49.99,Arizona,85122,2021-W49,2021-12,1
3/13/2024,paid,#883041,2.79E+12,Returning,,0,Maryland,21228,2019-W51,2019-12,0
3/13/2024,paid,#883378,7.32E+12,First-time,,0,California,90265,2024-W11,2024-03,0
3/13/2024,paid,#882979,5.44E+12,Returning,SQ8862610,54.99,California,91040,2021-W49,2021-12,1
3/13/2024,paid,#883249,3.13E+12,Returning,SQ8862610,0,Pennsylvania,17517,2020-W22,2020-05,1
3/13/2024,paid,#883074,6.91E+12,Returning,SQ8862610,0,Tennessee,37915,2023-W41,2023-10,1
3/13/2024,paid,#883005,6.54E+12,Returning,SQ8862610,54.99,Florida,33071-7746,2023-W12,2023-03,1
3/13/2024,paid,#883022,6.65E+12,Returning,,0,Ohio,45504,2023-W22,2023-06,0
3/13/2024,paid,#883202,5.46E+12,Returning,,0,Tennessee,37814,2021-W51,2021-12,0
3/13/2024,paid,#883389,7.32E+12,First-time,BB754-24,69.99,Ohio,44012,2024-W11,2024-03,1
3/13/2024,paid,#883248,7.05E+12,Returning,,0,Maryland,21212,2023-W49,2023-12,0
3/13/2024,paid,#883377,7.32E+12,First-time,K7-G8DZ-6EDI,0,Georgia,30004-4576,2024-W11,2024-03,1
3/13/2024,paid,#883247,6.40E+12,Returning,SQ1726938,0,Kentucky,42301,2022-W50,2022-12,1
3/13/2024,paid,#883057,7.24E+12,Returning,,0,Mississippi,39503,2024-W07,2024-02,0
3/13/2024,paid,#883192,2.80E+12,Returning,,0,Missouri,65804,2019-W51,2019-12,0
3/13/2024,paid,#883325,6.44E+12,Returning,,0,Illinois,60558,2023-W03,2023-01,0
3/13/2024,paid,#883066,5.45E+12,Returning,SQ9178530,44.99,Florida,33021,2021-W50,2021-12,1
3/13/2024,paid,#883095,5.43E+12,Returning,,0,New York,11010,2021-W48,2021-12,0
3/13/2024,paid,#883366,7.32E+12,First-time,BB-RainbowFields,0,Illinois,60614-4908,2024-W11,2024-03,1
3/13/2024,paid,#883091,1.39E+12,Returning,,0,Oklahoma,73160,2019-W09,2019-02,0
3/13/2024,paid,#883293,5.34E+12,Returning,,0,California,94585,2021-W41,2021-10,0
3/13/2024,paid,#883230,1.18E+12,Returning,SQ9178530,0,Texas,75074,2016-W52,2016-12,1
3/13/2024,paid,#883298,7.10E+12,Returning,,0,Illinois,60614,2024-W07,2024-02,0
3/13/2024,paid,#883283,3.52E+12,Returning,,0,Washington,98005,2020-W49,2020-12,0
3/13/2024,paid,#883256,5.65E+12,Returning,SQBRM24,0,South Carolina,29414,2022-W16,2022-04,1
3/13/2024,paid,#882984,3.34E+12,Returning,SQ1726938,49.99,California,94580,2020-W49,2020-12,1
3/13/2024,paid,#883069,3.54E+12,Returning,SQ9178530,44.99,Maine,4107,2020-W51,2020-12,1
3/13/2024,paid,#883198,2.80E+12,Returning,,0,Texas,78731,2019-W51,2019-12,0
3/13/2024,paid,#883002,5.61E+12,Returning,,0,Georgia,30033,2022-W12,2022-03,0
3/13/2024,paid,#883150,3.54E+12,Returning,,0,New York,10805,2020-W51,2020-12,0
3/13/2024,paid,#883338,7.32E+12,First-time,,0,Virginia,23188,2024-W11,2024-03,0
3/13/2024,paid,#883327,7.32E+12,First-time,BB-RainbowFields,0,California,92131-2744,2024-W11,2024-03,1
3/13/2024,paid,#883214,5.20E+12,Returning,,0,Missouri,63385,2021-W26,2021-06,0
3/13/2024,paid,#883058,5.47E+12,Returning,SQ9178530,44.99,Georgia,30078,2021-W51,2021-12,1
3/13/2024,paid,#883011,2.31E+12,Returning,,0,Texas,78251,2019-W39,2019-09,0
3/13/2024,paid,#883376,7.32E+12,First-time,BB-RainbowFields,0,California,92509-7028,2024-W11,2024-03,1
3/13/2024,paid,#883001,6.23E+12,Returning,BB-PET-SAFE,49.99,Minnesota,56201,2022-W38,2022-09,1
3/13/2024,paid,#883304,7.24E+12,Returning,SQ1726938,0,Texas,75006,2024-W07,2024-02,1
3/13/2024,paid,#882988,5.47E+12,Returning,SQ1726938,49.99,Missouri,65708,2021-W51,2021-12,1
3/13/2024,paid,#883067,6.21E+12,Returning,,0,Indiana,46383,2022-W37,2022-09,0
3/13/2024,paid,#883033,1.18E+12,Returning,SQ8862610,54.99,New York,11236,2016-W14,2016-04,1
3/13/2024,paid,#883000,5.46E+12,Returning,,0,Illinois,62221,2021-W50,2021-12,0
3/13/2024,paid,#883123,7.32E+12,First-time,BBNYBGLA,0,New York,10458-5153,2024-W11,2024-03,1
3/13/2024,paid,#882995,3.45E+12,Returning,,0,Texas,77057,2020-W44,2020-10,0
3/13/2024,paid,#883268,6.34E+12,Returning,SQ1726938,0,Kentucky,40205,2022-W47,2022-11,1
3/13/2024,paid,#883158,6.40E+12,Returning,,0,Michigan,48323,2022-W51,2022-12,0
3/13/2024,paid,#883310,3.53E+12,Returning,SQ8862610,0,Washington,98004,2020-W50,2020-12,1
3/13/2024,paid,#883089,5.29E+12,Returning,SQ9178530,44.99,New Mexico,87031,2021-W35,2021-09,1
3/13/2024,paid,#883055,5.16E+12,Returning,SQ3100795,207.99,Connecticut,6119,2021-W21,2021-05,1
3/13/2024,paid,#883152,5.63E+12,Returning,SQ1726938,0,Alabama,35769,2022-W14,2022-04,1
3/13/2024,paid,#883105,3.61E+12,Returning,SQ9178530,179.97,California,94549,2021-W05,2021-02,1
3/13/2024,paid,#883159,5.45E+12,Returning,SQ9178530,0,Pennsylvania,19096,2021-W50,2021-12,1
3/13/2024,paid,#883105,3.61E+12,Returning,,0,California,94549,2021-W05,2021-02,0
3/13/2024,paid,#883211,3.54E+12,Returning,SQ1726938,0,Utah,84057,2020-W51,2020-12,1
3/13/2024,paid,#883004,5.46E+12,Returning,SQ9178530,44.99,Pennsylvania,18104,2021-W51,2021-12,1
3/13/2024,paid,#883064,5.40E+12,Returning,SQ8862610,54.99,Illinois,60612,2021-W45,2021-11,1
3/13/2024,paid,#883087,2.31E+12,Returning,,0,Missouri,64060,2020-W13,2020-03,0
3/13/2024,paid,#883234,7.07E+12,Returning,SQ9178530,0,New Jersey,7704,2023-W50,2023-12,1
3/13/2024,paid,#883156,7.10E+12,Returning,SQ9178530,0,Missouri,63123,2023-W51,2023-12,1
3/13/2024,paid,#883031,6.72E+12,Returning,SQ8862610,79.99,Virginia,22551,2023-W24,2023-06,1
3/13/2024,paid,#883363,7.32E+12,First-time,BB-RainbowFields,0,Florida,32086-9126,2024-W11,2024-03,1
3/13/2024,paid,#883166,3.53E+12,Returning,SQ9178530,0,California,94706,2020-W50,2020-12,1
3/13/2024,paid,#883078,6.23E+12,Returning,SQ9178530,44.99,North Carolina,28173-9372,2022-W37,2022-09,1
3/13/2024,paid,#883153,2.69E+12,Returning,SQ9178530,0,Kentucky,40475,2020-W27,2020-07,1
3/13/2024,paid,#883084,3.55E+12,Returning,,0,Pennsylvania,17745,2020-W51,2020-12,0
3/13/2024,paid,#883225,7.03E+12,Returning,SQ9178530,0,Texas,75063,2023-W48,2023-11,1
3/13/2024,paid,#883212,7.16E+12,Returning,SQ1726938,0,Florida,33706,2024-W03,2024-01,1
3/13/2024,paid,#883240,7.07E+12,Returning,,0,Pennsylvania,19090,2023-W50,2023-12,0
3/13/2024,paid,#883220,2.80E+12,Returning,,0,Texas,76036,2019-W51,2019-12,0
3/13/2024,paid,#883227,6.36E+12,Returning,,0,Michigan,48236,2022-W48,2022-11,0
3/13/2024,paid,#883136,5.35E+12,Returning,,0,Arizona,85122,2021-W41,2021-10,0
3/13/2024,paid,#883068,1.18E+12,Returning,SQ5173256,41,New Jersey,7016,2018-W12,2018-03,1
3/13/2024,paid,#883170,6.54E+12,Returning,,0,New York,11226,2023-W12,2023-03,0
3/13/2024,paid,#883280,6.59E+12,Returning,,0,South Carolina,29486,2023-W17,2023-04,0
3/13/2024,paid,#883066,5.45E+12,Returning,,0,Florida,33021,2021-W50,2021-12,0
3/13/2024,paid,#883204,6.40E+12,Returning,,0,Colorado,80919,2022-W51,2022-12,0
3/13/2024,paid,#883337,5.38E+12,Returning,,0,California,95816,2021-W43,2021-10,0
3/13/2024,paid,#883125,7.32E+12,First-time,BloomsyPR1:2024-04-01T00:00:00.000Z,0,Florida,33328-3076,2024-W11,2024-03,1
3/13/2024,paid,#883065,5.46E+12,Returning,SQ1726938,49.99,New York,14086,2021-W50,2021-12,1
3/13/2024,paid,#882992,6.53E+12,Returning,SQ9178530,44.99,New York,12208,2023-W10,2023-03,1
3/13/2024,paid,#883372,7.32E+12,First-time,VaseGLD,24.99,Idaho,83442,2024-W11,2024-03,1
3/13/2024,paid,#883015,6.35E+12,Returning,,0,New Jersey,7642,2022-W47,2022-11,0
3/13/2024,paid,#883184,6.39E+12,Returning,,0,North Carolina,27615,2022-W50,2022-12,0
3/13/2024,paid,#883277,6.69E+12,Returning,,0,Maryland,20850,2023-W24,2023-06,0
3/13/2024,paid,#883056,6.40E+12,Returning,,0,South Carolina,29681,2022-W51,2022-12,0
3/13/2024,paid,#883147,5.84E+12,Returning,,0,Massachusetts,2780,2022-W28,2022-07,0
3/13/2024,paid,#883168,7.11E+12,Returning,SQ1726938,0,North Carolina,27948,2023-W52,2023-12,1
3/13/2024,paid,#883138,7.02E+12,Returning,SQ9178530,0,Oklahoma,73071,2023-W47,2023-11,1
3/13/2024,paid,#883300,3.41E+12,Returning,,0,Missouri,64093,2020-W40,2020-10,0
3/13/2024,paid,#883093,5.44E+12,Returning,SQ9178530,44.99,South Carolina,29063,2021-W49,2021-12,1
3/13/2024,paid,#883281,2.60E+12,Returning,SQ9178530,0,Illinois,60004,2022-W48,2022-11,1
3/13/2024,paid,#883032,5.38E+12,Returning,SQ9178530,44.99,Wisconsin,53126,2021-W44,2021-11,1
3/13/2024,paid,#883182,5.60E+12,Returning,SQ9178530,0,Pennsylvania,19119,2022-W10,2022-03,1
3/13/2024,paid,#883292,7.09E+12,Returning,SQ9178530,0,Indiana,46507,2023-W50,2023-12,1
3/13/2024,paid,#883369,7.32E+12,First-time,BB-RainbowFields,0,Florida,32162-1042,2024-W11,2024-03,1
3/13/2024,paid,#883025,6.54E+12,Returning,SQ1726938,49.99,Missouri,65708,2023-W12,2023-03,1
3/13/2024,paid,#883200,6.62E+12,Returning,BBNYBGLA,0,Illinois,60647,2023-W19,2023-05,1
3/13/2024,paid,#883232,6.55E+12,Returning,SQ1726938,0,South Carolina,29910,2023-W13,2023-03,1
3/13/2024,paid,#883026,2.11E+12,Returning,SQ9178530,44.99,Minnesota,55722,2019-W29,2019-07,1
3/13/2024,paid,#883131,6.83E+12,Returning,SQ9178530,59.99,Massachusetts,1746,2023-W33,2023-08,1
3/13/2024,paid,#883332,7.32E+12,First-time,,0,Maryland,21093,2024-W11,2024-03,0
3/13/2024,paid,#883163,5.65E+12,Returning,SQ9178530,0,Massachusetts,1921,2022-W16,2022-04,1
3/13/2024,paid,#883121,7.06E+12,Returning,,0,Minnesota,55418,2023-W49,2023-12,0
3/13/2024,paid,#882990,5.09E+12,Returning,,0,Missouri,64116,2021-W15,2021-04,0
3/13/2024,paid,#883215,7.14E+12,Returning,,0,Texas,75034,2024-W02,2024-01,0
3/13/2024,paid,#883050,5.46E+12,Returning,SQ8862610,54.99,Oklahoma,74012,2021-W50,2021-12,1
3/13/2024,paid,#883224,3.59E+12,Returning,,0,Massachusetts,2043,2021-W02,2021-01,0
3/13/2024,paid,#883350,7.32E+12,First-time,BB-RainbowFields,0,New Jersey,08054-3023,2024-W11,2024-03,1
3/13/2024,paid,#883169,5.10E+12,Returning,SQ1726938,0,Massachusetts,2649,2021-W16,2021-04,1
3/13/2024,paid,#883048,6.70E+12,Returning,,0,California,94925-2014,2023-W24,2023-06,0
3/13/2024,paid,#883162,6.40E+12,Returning,BB-PLANTS,0,California,92651,2022-W51,2022-12,1
3/13/2024,paid,#883279,6.31E+12,Returning,,0,New York,11714,2022-W45,2022-11,0
3/13/2024,paid,#883216,7.08E+12,Returning,SQ1726938,0,Missouri,63301,2023-W50,2023-12,1
3/13/2024,paid,#883306,7.06E+12,Returning,SQ9178530,0,Texas,78757,2023-W49,2023-12,1
3/13/2024,paid,#883351,7.32E+12,First-time,BB1135-25,49.99,Florida,32207,2024-W11,2024-03,1
3/13/2024,paid,#883010,3.04E+12,Returning,,0,Virginia,23103,2020-W19,2020-05,0
3/13/2024,paid,#883104,7.32E+12,First-time,BB-RainbowFields,0,Texas,77479-3647,2024-W11,2024-03,1
3/13/2024,paid,#883331,6.55E+12,Returning,,0,Utah,84067,2023-W12,2023-03,0
3/13/2024,paid,#883246,7.07E+12,Returning,SQ1726938,0,Wisconsin,53075,2023-W50,2023-12,1
3/13/2024,paid,#883194,6.62E+12,Returning,,0,New Hampshire,3110,2023-W19,2023-05,0
3/13/2024,paid,#883099,5.44E+12,Returning,SQ9178530,59.99,Arizona,85143,2021-W49,2021-12,1
3/13/2024,paid,#883252,7.08E+12,Returning,SQ1726938,0,Missouri,64112,2023-W50,2023-12,1
3/13/2024,paid,#883072,3.55E+12,Returning,SQ1726938,49.99,California,90401,2020-W52,2020-12,1
3/13/2024,paid,#883174,3.44E+12,Returning,,0,Massachusetts,2762,2020-W43,2020-10,0
3/13/2024,paid,#883322,7.07E+12,Returning,,0,Alabama,35209,2023-W50,2023-12,0
3/13/2024,paid,#883013,5.61E+12,Returning,,0,Maryland,20878,2022-W12,2022-03,0
3/13/2024,paid,#883097,5.41E+12,Returning,SQ9178530,44.99,Connecticut,06360-6403,2021-W46,2021-11,1
3/13/2024,paid,#883379,7.32E+12,First-time,BB1344P,79.99,New York,14094,2024-W11,2024-03,1
3/13/2024,paid,#883229,7.08E+12,Returning,SQ9178530,0,New Jersey,8724,2023-W50,2023-12,1
3/13/2024,paid,#883149,3.52E+12,Returning,,0,Ohio,44143,2020-W49,2020-12,0
3/13/2024,paid,#883141,5.60E+12,Returning,,0,Tennessee,37209,2022-W10,2022-03,0
3/13/2024,paid,#883012,5.43E+12,Returning,,0,New York,10549,2021-W48,2021-11,0
3/13/2024,paid,#883228,6.38E+12,Returning,,0,Florida,34108,2022-W49,2022-12,0
3/13/2024,paid,#883329,3.50E+12,Returning,CANDLES,24.99,California,93710,2020-W48,2020-11,1
3/13/2024,paid,#883140,6.54E+12,Returning,SQ9178530,0,New York,11596,2023-W12,2023-03,1
3/13/2024,paid,#883299,3.48E+12,Returning,SQ1726938,0,New Jersey,7920,2020-W46,2020-11,1
3/13/2024,paid,#883313,5.23E+12,Returning,,0,Washington,98358,2021-W29,2021-07,0
3/13/2024,paid,#883329,3.50E+12,Returning,VaseGLD,24.99,California,93710,2020-W48,2020-11,1
3/13/2024,paid,#882967,7.32E+12,First-time,BB736-37,0,Illinois,60521-3718,2024-W11,2024-03,0
3/13/2024,paid,#883019,6.50E+12,Returning,SQ9178530,179.97,Nevada,89701,2023-W09,2023-02,1
3/13/2024,paid,#883107,7.32E+12,First-time,BB-RainbowFields,0,Washington,98277-3314,2024-W11,2024-03,1
3/13/2024,paid,#882997,5.45E+12,Returning,,0,Arizona,85653,2021-W49,2021-12,0
3/13/2024,paid,#883083,5.46E+12,Returning,,0,Virginia,22151,2021-W50,2021-12,0
3/13/2024,paid,#883165,6.58E+12,Returning,SQ9178530,0,New York,10990,2023-W16,2023-04,1
3/13/2024,paid,#883040,3.47E+12,Returning,,0,Massachusetts,1754,2020-W46,2020-11,0
3/13/2024,paid,#883254,3.55E+12,Returning,,0,California,91103,2020-W51,2020-12,0
3/13/2024,paid,#883181,6.58E+12,Returning,SQ9178530,0,California,90041,2023-W16,2023-04,1
3/13/2024,paid,#883239,5.69E+12,Returning,,0,Arkansas,72701,2022-W19,2022-05,0
3/13/2024,paid,#883051,7.23E+12,Returning,,0,Ohio,45011,2024-W07,2024-02,0
3/13/2024,paid,#883137,7.07E+12,Returning,,0,Massachusetts,2343,2023-W49,2023-12,0
3/13/2024,paid,#883090,5.46E+12,Returning,,0,Virginia,23227,2021-W50,2021-12,0
3/13/2024,paid,#883059,3.62E+12,Returning,SQ1726938,49.99,Georgia,30188,2021-W06,2021-02,1
3/13/2024,paid,#883326,6.35E+12,Returning,SQ9178530,44.99,South Carolina,29582,2022-W47,2022-11,1
3/13/2024,paid,#883238,7.15E+12,Returning,SQ8862610,0,Maryland,21666,2024-W02,2024-01,1
3/13/2024,paid,#883106,7.32E+12,First-time,BB1135-25,49.99,North Carolina,27610,2024-W11,2024-03,1
3/13/2024,paid,#883255,6.38E+12,Returning,SQ9178530,0,Indiana,47201,2022-W49,2022-12,1
3/13/2024,paid,#883193,7.08E+12,Returning,SQ1726938,0,New Jersey,7028,2023-W50,2023-12,1
3/13/2024,paid,#883130,1.43E+12,Returning,BB1135-25,49.99,New York,10710,2019-W12,2019-03,1
3/13/2024,paid,#883060,5.56E+12,Returning,,0,North Carolina,27517,2022-W07,2022-02,0
3/13/2024,paid,#883373,7.24E+12,Returning,BB711-26,69.99,Florida,33444,2024-W07,2024-02,1
3/13/2024,paid,#882999,5.45E+12,Returning,,0,Pennsylvania,15701,2021-W50,2021-12,0
3/13/2024,paid,#883301,7.06E+12,Returning,,0,Nebraska,68430,2023-W49,2023-12,0
3/13/2024,paid,#883273,6.45E+12,Returning,,0,New York,12550,2023-W04,2023-01,0
3/13/2024,paid,#883199,7.08E+12,Returning,,0,New York,12603,2023-W50,2023-12,0
3/13/2024,paid,#883007,1.18E+12,Returning,,0,Florida,33127,2017-W28,2017-07,0
3/13/2024,paid,#883006,6.40E+12,Returning,SQ9178530,44.99,Texas,76248,2022-W51,2022-12,1
3/13/2024,paid,#883276,2.85E+12,Returning,SQBRM24,0,Arizona,85255,2020-W06,2020-02,1
3/13/2024,paid,#883145,7.10E+12,Returning,,0,New York,10918,2023-W51,2023-12,0
3/13/2024,paid,#883054,7.23E+12,Returning,,0,Florida,33563,2024-W07,2024-02,0
3/13/2024,paid,#883208,6.74E+12,Returning,SQ9178530,0,New Hampshire,3110,2023-W26,2023-06,1
3/13/2024,paid,#883024,6.40E+12,Returning,,0,Arizona,85743,2022-W51,2022-12,0
3/13/2024,paid,#883023,6.54E+12,Returning,,0,Tennessee,37206,2023-W11,2023-03,0
3/13/2024,paid,#883226,5.22E+12,Returning,SQ1726938,0,Illinois,60081,2021-W28,2021-07,1
3/13/2024,paid,#883114,7.32E+12,First-time,SQ3100795,0,New Jersey,07450-3409,2024-W11,2024-03,1
3/13/2024,paid,#883110,7.32E+12,First-time,BB726-22,49.99,North Carolina,27610,2024-W11,2024-03,1
3/13/2024,paid,#883155,7.07E+12,Returning,,0,South Carolina,29928,2023-W50,2023-12,0
3/13/2024,paid,#883110,7.32E+12,First-time,C007,9.99,North Carolina,27610,2024-W11,2024-03,1
3/13/2024,paid,#882994,5.46E+12,Returning,SQ9178530,44.99,Massachusetts,2021,2021-W50,2021-12,1
3/13/2024,paid,#883157,5.65E+12,Returning,,0,Iowa,50266,2022-W15,2022-04,0
3/13/2024,paid,#883134,7.09E+12,Returning,,0,Florida,34237,2023-W51,2023-12,0
3/13/2024,paid,#883386,6.97E+12,Returning,,0,Idaho,83709,2023-W44,2023-11,0
3/13/2024,paid,#883287,6.40E+12,Returning,SQ8862610,0,Arizona,85032,2022-W51,2022-12,1
3/13/2024,paid,#883335,7.21E+12,Returning,,0,Colorado,81611,2024-W05,2024-02,0
3/13/2024,paid,#883172,5.67E+12,Returning,,0,Florida,32224,2022-W18,2022-05,0
3/13/2024,paid,#883042,5.45E+12,Returning,,0,Alabama,36022,2021-W50,2021-12,0
3/13/2024,paid,#883061,2.83E+12,Returning,SQ1726938,69.99,Florida,33920,2020-W03,2020-01,1
3/13/2024,paid,#883046,3.55E+12,Returning,SQ9178530,44.99,Arizona,86314,2020-W52,2020-12,1
3/13/2024,paid,#883111,7.32E+12,First-time,,0,Massachusetts,1062,2024-W11,2024-03,0
3/13/2024,paid,#883129,7.07E+12,Returning,,0,Alabama,35209,2023-W50,2023-12,0
3/13/2024,paid,#883275,2.60E+12,Returning,,0,Illinois,60446,2022-W48,2022-11,0
3/13/2024,paid,#883043,5.44E+12,Returning,SQ8862610,54.99,Georgia,30022,2021-W49,2021-12,1
3/13/2024,paid,#883236,7.05E+12,Returning,SQ1726938,0,Georgia,30327,2023-W48,2023-12,1
3/13/2024,paid,#883245,5.33E+12,Returning,BBNYBGLA,0,Montana,59102-2631,2021-W40,2021-10,1
3/13/2024,paid,#883036,3.30E+12,Returning,SQ1726938,49.99,Massachusetts,2632,2020-W32,2020-08,1
3/13/2024,paid,#882983,5.46E+12,Returning,SQ9178530,44.99,Florida,34109,2021-W50,2021-12,1
3/13/2024,paid,#883364,7.32E+12,First-time,,0,New Jersey,7960,2024-W11,2024-03,0
3/13/2024,paid,#883264,3.56E+12,Returning,SQBRM24,0,California,92649,2020-W53,2021-01,1
3/13/2024,paid,#883388,7.32E+12,First-time,BB1294P,49.99,Texas,77027,2024-W11,2024-03,1
3/13/2024,paid,#883251,6.26E+12,Returning,BBNYBGLA,0,Connecticut,6903,2022-W41,2022-10,1
3/13/2024,paid,#883080,5.46E+12,Returning,SQ1726938,42.99,Pennsylvania,15211,2021-W50,2021-12,1
3/13/2024,paid,#883307,3.53E+12,Returning,SQ1726938,0,Colorado,80550,2020-W50,2020-12,1
3/13/2024,paid,#883262,5.68E+12,Returning,,0,Tennessee,38017,2022-W18,2022-05,0
3/13/2024,paid,#882987,3.55E+12,Returning,SQ1726938,49.99,Connecticut,6830,2020-W52,2020-12,1
3/13/2024,paid,#883096,5.42E+12,Returning,SQ1726938,49.99,Virginia,20170,2021-W47,2021-11,1
3/13/2024,paid,#883286,7.08E+12,Returning,,0,South Carolina,29412,2023-W50,2023-12,0
3/13/2024,paid,#883009,5.45E+12,Returning,SQ8862610,54.99,Florida,32566,2022-W14,2022-04,1
3/13/2024,paid,#883152,5.63E+12,Returning,,0,Alabama,35769,2022-W14,2022-04,0
3/13/2024,paid,#883052,6.22E+12,Returning,SQ8862610,54.99,Illinois,60538-6012,2022-W37,2022-09,1
3/13/2024,paid,#883094,5.44E+12,Returning,,0,California,95926,2021-W48,2021-12,0
3/13/2024,paid,#883102,7.32E+12,First-time,K7-G8DZ-6EDI,0,Texas,76114-1712,2024-W11,2024-03,1
3/13/2024,paid,#883122,7.32E+12,First-time,BBNYBGLA,0,New York,10458-5153,2024-W11,2024-03,1
3/13/2024,paid,#883302,6.41E+12,Returning,SQ1726938,0,California,93924,2022-W52,2022-12,1
3/13/2024,paid,#883188,7.15E+12,Returning,SQBRM24,0,Virginia,22556,2024-W02,2024-01,1
3/13/2024,paid,#883173,6.42E+12,Returning,,0,Texas,78148,2023-W01,2023-01,0
